wallet,totalDepositedUSD,totalBorrowedUSD,totalRepaidUSD,totalWithdrawnUSD,activityCount,uniqueTokens,creditScore
0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,2.2383628752947433,0.5595907188236858,0.0,0,3,1,300.00000000000006
0x00d3addc7cb1637c73359d41949a1a369d7f092a,1592903506097059.8,8875215923733247.0,1.4009740363454678e+16,0,107,5,339.1707851008601
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,346797004757048.2,145105864919828.53,144024387125529.3,0,46,5,302.07327203450416
0x00d46d105507a04d7e4592cf43bbbad964bc77ab,108522.93599795648,0.0,0.0,0,8,2,300.000000000711
0x00d5201c4def4d1a199c63e07eac53f43252a0ea,359.1919512274936,233820359729785.34,86.03058758108271,0,17,4,300.0
0x00d5615d3446b1719e6ee0684218891bc5a2100c,535.0251519420142,361.6583052921894,0.0,0,12,2,300.0000000000003
0x00d56e1bba3db460563516119dfced085898e17d,1.6965520006193164,0.0,0.0,0,1,1,300.00000000000006
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,2937.303583807918,505323092702022.1,503789464280961.56,0,41,4,300.0
0x00d7a50850a3cb1890bf300682bcd789571c012e,5955976352093388.0,0.0,0.0,0,5,4,339.0180579045945
0x00d831f24309b3271297f19b8e9be846c8c531c4,532832.8410151079,39091.72953220172,39076.04165362402,0,141,7,300.00000000343965
0x00d841275b1a04ea45e29273efa213c4a59e84a1,245.74558408131327,0.0,0.0,0,10,4,300.0000000000017
0x00d88be14e08e06865b156bb489e020a59cb68fe,991182558918.0001,0.0,0.0,0,1,1,300.006493312967
0x00d8a0f305698083d8af5a8b900b3b947f604b55,1.9882068418718486,0.0,0.0,0,2,1,300.00000000000006
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,27.213987884512644,0.22829888927469982,0.0,0,5,2,300.0000000000002
0x00d913a96a6ae3ffbd52030020e8b743f97ace86,155.01457021967775,0.0,0.0,0,3,2,300.0000000000011
0x00d94da07ea932ed8426e8dfd06615bda49b8022,3052.786203119477,3506.7963193689825,1689.0744748360496,0,36,5,300.0000000000013
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,503.67696928589476,146.30111631750026,0.0,0,3,1,300.000000000002
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,997.22679251929,487.4237392079475,126.30183554702282,0,21,3,300.0000000000032
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,5984462.579806086,6224694.086189908,6230401.246077196,0,270,5,300.0000000310943
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,2.139571431526071,0.0,0.0,0,2,1,300.00000000000006
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,10589.345472070207,998862559621232.8,997252271942498.2,0,4,2,300.0
0x00da96f79c5969a61b5b15c6f5f800d760fad316,0.22143431475763922,0.0,0.0,0,1,1,300.00000000000006
0x00da972a32c522b02771520fb5e70fcb056927fb,1.1483197704743843e+17,0.0,0.0,0,2,1,850.0
0x00db170287aaa8a93b08cda808af76d11a5f0fff,78871.51638333581,58070.3315698177,36841.329128441066,0,26,3,300.0000000002738
0x00dc7f0ff419ed1634728a77146c6754541d2b82,837.7460539065594,760.8647579185694,758.8519043212775,0,25,6,300.00000000000466
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,499515881651877.2,3.0077171542044596e+16,3.196658488853559e+16,0,20,3,300.0
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,3406.787079826082,2738163754839279.0,766654990138308.9,0,40,6,300.0
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,2.2730475876687937,304104229889.2108,0.0,0,4,3,300.0
0x00df64b8044aa7126e0f88f286b3c483c5e5927a,1.7780515554863436,0.0,0.0,0,2,1,300.00000000000006
0x00df99e12315cac90f49527b07d753b7fe9faccd,113101417741.65683,106371307449.11824,56460663101.27231,0,6,2,300.0002092045927
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,0.026901679480000048,5002698327.107256,0.0,0,2,2,300.0
0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,1.113233990293619,0.0,0.0,0,1,1,300.00000000000006
0x00e14bea17f4e951fb695c52a66b3429da55a117,1614385948566312.2,0.0,0.0,0,49,6,310.57596617209293
0x00e1ac868592c1fd51ed72abca14930075ed892f,15.34741331879865,5.2516493522116585,0.0,0,3,1,300.00000000000006
0x00e22b85d329650e35a9d664b7c408a57820f13f,1.1898587285493248e+17,106975.73110847553,83500.32051893594,0,156,8,850.0
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,430.914324359393,196.63106207192288,222.53435898899676,0,51,1,300.00000000000284
0x00e294652292776e4d59f416ef35a73cae0e01dc,25720.220727106625,6995.900137102876,0.0,0,2,2,300.00000000010436
0x00e3088ddbd715f119651a58964ce1714b590f34,138.79251032762087,1.0354593794868085e-06,0.0,0,3,1,300.00000000000097
0x00e3df1133185a9effedabb79003d9c07ca69bc8,10973.339853753077,0.0,0.0,0,2,1,300.0000000000719
0x00e421ba23dbe6a165255be382f46fcb927f8951,1926.0919283912986,1263.5165051468857,0.0,0,2,1,300.0000000000011
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,661434.3256220458,523065.9727162742,33558.99289307505,0,110,3,300.0
0x00e61c3f169f0b2888137918053bdadda121bb44,1.1099623983338456,0.0,0.0,0,1,1,300.00000000000006
0x00e61fabc261401d3c47b6178e86449ae9890d73,2134.2353548963224,0.0,0.0,0,3,1,300.000000000014
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,0.0,6.408603689416626e+16,1.2834315183109445e+17,0,12,6,721.1774375338634
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,5190.416818100829,2971.8564165720836,3188.648845775894,0,38,2,300.0000000000319
0x00e6f654a108a16077be41abab58c3353f90e7cc,1.3687591946680566,0.0,0.0,0,3,1,300.00000000000006
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,223.29451024134173,120.76691868756909,119.79096167693628,0,7,3,300.00000000000136
0x00e7092c338d69f7ae230081d862d347ef9dcf1e,357.69288985073433,131.75914875154504,0.0,0,10,2,300.0000000000012
0x00e839bc0c9a130afe30974914c4b0100756cff4,130412504770627.53,5.9998393142330936e+16,5.406358567578089e+16,0,468,7,300.0
0x00e87eb4a651f339219658165b87c204de6a7e5f,1.055954811849387,0.0,0.0,0,1,1,300.00000000000006
0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,1.3340628090242732,0.0,0.0,0,1,1,300.00000000000006
0x00e8b7df725ce993f179f071908a9d687815f2ba,1047.6072956680778,0.0,0.0,0,2,1,300.0000000000069
0x00e928ef44122d31043f772b00b0d1821b020ff7,1.8624182196104786,0.0,0.0,0,1,1,300.00000000000006
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,1971.1223763913863,2307.5328761615806,49.81831946111672,0,52,6,300.0
0x00e97bf0997013cc741dbcaafba8f439d474c879,1.0324720674673025,0.0,0.0,0,1,1,300.00000000000006
0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,5753.95222765848,0.0,0.0,0,10,2,300.00000000003774
0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,1.0045574342015227,0.0,0.0,0,1,1,300.00000000000006
0x00eacbbd373a91aa0d4485b0beb45b14816f835f,1.1097692926991918,0.0,0.0,0,1,1,300.00000000000006
0x00ead164c58ccf3d8fbe9aab4c806477db62e599,0.0,0.0,0.0,0,1,1,300.0
0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,39.34126681239272,19.369367317146992,19.3533013796151,0,16,2,300.0000000000003
0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,0.01154739760309265,0.0,0.0,0,1,1,300.0
0x00eda101a3b10f7164cce8ecdf305b1317ca0669,1396.8288045798624,0.0,0.0,0,6,2,300.0000000000092
0x00eddd42021ba97a37097ad4286b893b206e12bc,389518148108445.5,477.60069663068225,332.4137692931968,0,56,7,302.5517632642102
0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,1.777573395112542e+16,1.2082781400394026e+16,0.0,0,16,5,305.63287772778057
0x00ee80c322d6e956d2629a73223605bbda946f2d,0.11191814376473717,99622084078.37088,0.0,0,3,3,300.0
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,290.7072298149757,23125577465968.805,23053422907690.64,0,21,7,300.0
0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,194.38938103081006,0.0,0.0,0,3,1,300.0000000000013
0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,36058.40310926251,7840.734118076705,1222.3564940705082,0,28,5,300.0000000001741
0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,1044.0259182180014,500.01905492962896,505.76971381628994,0,5,2,300.0000000000063
0x00f16ddf3034436fc981194a0192044ce90aa4c1,790.6379535963158,0.0,0.0,0,4,2,300.00000000000523
0x00f3fb9d81506fe69f504fa12325d1559280d635,1.719006556412053e-09,0.0,0.0,0,2,1,300.00000000000006
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,14981.716888145518,7996.0772452770825,7949.90046915934,0,28,4,300.0000000000874
0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,401.4957827264485,68.23213663486236,0.0,0,5,2,300.00000000000205
0x00f5481262d4845b292ba0c41752de258b3bbeec,1.025854634678747e+17,1.8506393878935876e+16,1.847523825122045e+16,0,83,7,850.0
0x00f57a995e566fa107d36ca5443629c7bee31213,0.00048093147236687314,120232870.39150946,120232870.39150946,0,3,2,300.0
0x00f63722233f5e19010e5daf208472a8f27d304b,50.784923551189365,0.0,0.0,0,2,2,300.0000000000004
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,147.72273973982132,46101572611501.16,45751702687184.72,0,17,4,300.0
0x00f6c46a5e9b0613ededa94072f065e46bc8176f,17838.890095718427,0.0,0.0,0,3,2,300.0000000001169
0x00f70714e95b8d092546acdc8e52a02d6eedc934,1341.6742115505008,0.0,0.0,0,1,1,300.0000000000088
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,759.3044474654307,0.0,0.0,0,3,2,300.000000000005
0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,0.0,0.0,0.0,0,2,1,300.00000000000006
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,240886779022693.4,604.3052696891073,452.5754864955186,0,229,6,301.57806776533727
0x00f83f560dea6e8317900beabc89be027da154f8,360.1426284006141,67.47314444487995,0.0,0,6,1,300.00000000000176
0x00f863703e78916a4487fcbfbda7a6944fa86538,267.0496468963085,0.0,0.0,0,4,1,300.00000000000176
0x00f8a06340b52aee151b871a915c06af3c053470,224869960999093.6,37790627219728.625,37808150029493.414,0,363,8,301.4237642544157
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,0.421998360140687,0.0,0.0,0,1,1,300.00000000000006
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,14.931035691624041,3.3809581430048166,3.3860141834590083,0,5,2,300.00000000000017
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,3196922247352.163,0.0,0.0,0,2,1,300.0209432828456
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,0.05173900259677931,4976319416.746328,0.0,0,2,2,300.0
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,2.0083346351561664,0.0,0.0,0,2,1,300.00000000000006
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,1.0143205260102401,0.0,0.0,0,1,1,300.00000000000006
0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,401015.8751216895,0.0,0.0,0,4,2,300.00000000262713
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,29.47944421627299,10.151695382934818,0.0,0,19,2,300.00000000000017
0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,4.603343137112673,0.0,0.0,0,2,1,300.00000000000006
0x00fcad795d8a753c9064126b78cf0330436da09b,0.0,0.0,0.0,0,2,2,300.00000000000006
0x00fce3e318dfc490be549b266e85af457ee3d65b,1.772510298196745,0.0,0.0,0,1,1,300.00000000000006
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,0.13599341845317622,0.0,0.0,0,1,1,300.00000000000006
0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,1.1632082650243665,0.0,0.0,0,1,1,300.00000000000006
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,130358233387831.22,96.79461669428954,0.0,0,4,3,300.8539867853697
0x00ff162742cd72f0a726cf90138a832ab5f0d48e,0.022547631646800025,0.004639430380000005,0.0,0,2,1,300.00000000000006
0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,0.1136523793834397,0.05682618987412618,0.0,0,2,1,300.00000000000006
0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,250627353.33266556,0.0,0.0,0,70,3,300.0000016418792
0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,2.1869013177267993,0.0,0.0,0,2,2,300.00000000000006
0x010286f16ec2f351c7575caf45c07d758a184793,3.3479622373112674,0.0,0.0,0,2,2,300.00000000000006
0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,265.56679043364267,180387934654249.7,0.0,0,3,2,300.0
0x0104712abf87649bc5a0844b490fcf924f76da81,0.1645164136123865,0.0,0.0,0,1,1,300.00000000000006
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,258518447772683.34,34542599982289.426,34421172847487.18,0,15,2,301.6473613611181
0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,0.0,0.0,0.0,0,1,1,300.0
0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,88641528234821.94,39.978313418810714,39.911501361069604,0,6,3,300.5806974502514
0x010716be97151c482b999a87477aca6b2d122ed1,0.9976468222967706,0.0,0.0,0,1,1,300.00000000000006
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,3.6090765205751224e+16,2.255724572474717e+16,2.2202941186773736e+16,0,130,6,504.09323019665754
0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,0.0,946429.4609102039,1892859.461835469,0,11,4,300.00000000620025
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,1161.3371071615707,1023.4078896939797,1026.909688696859,0,73,4,300.0000000000065
0x0108678baac8accdcbff80294564f74725330907,22133.168334427526,1000670865323591.9,999611922202629.0,0,25,4,300.0
0x01087080dca984b607e1ebf263330431f979e528,419816.92600064015,313255.3372076207,264705.71358614846,0,49,1,300.00000000195826
0x010a078ff877852f0f18b6a910f7964ff18498f4,1.0261575328924053,0.0,0.0,0,1,1,300.00000000000006
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,53283717087320.74,0.0,0.0,0,11,4,300.34906571748814
0x010b19435d2bcae650c41af62440e2de08444026,3674972195889.766,2503978406054.666,2562769533271.2437,0,5,2,300.02125644802675
0x010b7eb359ff40fd261ac917003dc21058c32055,7164.684413694553,0.0,0.0,0,9,4,300.00000000004707
0x010c9d0abf2925400c37ee688215d34dd3e1ec08,240474432.25471452,0.0,0.0,0,69,3,300.00000157536664
0x010cb104dc1ce1cf2010ee993c74aa347271a686,9.79538515017366e-05,0.0,0.0,0,1,1,300.0
0x010d23b534006f4e4f174a7530d7d9e3c131732a,7448701725218292.0,5521070700968625.0,5346643903873720.0,0,92,8,340.1920047987328
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,0.1193923566459103,50187375778.56676,50266405602.33828,0,17,5,300.0
0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,3.307026154413869,0.0,0.0,0,2,2,300.00000000000006
0x010e0d20b256620b6ab77729c8152112e0b78561,1019.986253213552,0.0,0.0,0,8,3,300.00000000000676
0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,3.1549726261453537,0.2273047587668794,0.0,0,3,2,300.00000000000006
0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,1.1104285128015465,0.0,0.0,0,1,1,300.00000000000006
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,0.1424539811980101,0.0,0.0,0,1,1,300.00000000000006
0x010e92ac8b581c760a4f3c877a4558e8cc278c70,1093.181682627797,1574.4100155468611,2225.2493580865425,0,16,1,300.0000000000103
0x010eefc75fce6c266573960812b987fa22b6c64e,7371.382140679513,2236716805652939.2,2236716805652939.2,0,4,2,300.0
0x010f6b049a5e8e963060b283486795630e5d83e2,13601.671410106053,8114.543048492092,452.1297144435691,0,10,4,300.00000000001836
0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,237.1052405319644,22.440321322935002,0.0,0,2,2,300.0000000000014
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,654496183877687.9,575163054103131.0,575590206716575.1,0,30,5,303.53742521527005
0x011128170cd4f77f90af9dbb7501b10112efb31e,1.3103817781696732,0.0,0.0,0,1,1,300.00000000000006
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,0.19575042290640035,0.0,0.0,0,1,1,300.00000000000006
0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,0.011302775100117665,0.0011302775100117666,0.0,0,2,1,300.00000000000006
0x01139728b71405424f148e82c090f9097ba69e2c,80.34714022104451,0.0,0.0,0,1,1,300.00000000000057
0x0113983234c06a01834e6c173efab06f04de2122,1.1076096210594124,0.0,0.0,0,1,1,300.00000000000006
0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,1.0648394218545296,0.0,0.0,0,1,1,300.00000000000006
0x0113e5f85ae18da390377823825946fc45582d1f,2140209620818077.8,1701293961905973.2,1722126646690232.8,0,12,2,311.95538775196957
0x0114572c98f3756064b4be09cf02f05ef7f867a6,0.13574846236951285,0.013574846236951283,0.0,0,2,1,300.00000000000006
0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,0.014439976739341687,0.0,0.0,0,1,1,300.0
0x01151b41131ed0bc3268dad9be8fab765205bd71,344.1175788128008,0.0,0.0,0,2,1,300.0000000000023
0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,6880.0129327953055,5618.461046536502,5737.292361883003,0,50,1,300.0000000000387
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,3.960593481157602e+16,1.171616310371744e+17,1.1767808854388613e+17,0,223,8,410.0145737641979
0x01173bd5895acf19c67f6170f15d503d4153cf04,4625685063834.048,0.0,0.0,0,43,4,300.0303032176423
0x0118473b89b9b267953921c26760394db9da6ec3,3.2329075746094444,0.0,0.0,0,2,1,300.00000000000006
0x011a62dc7a6c2969a764ec1acd67081029100d57,974339286805.0564,0.0,0.0,0,3,3,300.00638297139955
0x011b042a0573972f547b885c86279291b04c6020,1507133520037688.8,906298288750687.8,904130110300125.6,0,41,7,308.66885668207533
0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,172.51559991956537,90494220719110.89,22480289575088.996,0,15,4,300.0
0x011b7c26193af783f967621d9be90a8bc6a9abd3,2.039405320595711,0.0,0.0,0,2,1,300.00000000000006
0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,1.770007632977583e+16,2055205827285261.2,2052098924092710.2,0,234,8,413.2373711531791
0x011c8e8496801c553b480c7fb8a34eb729b18537,1.1052782948834254,0.0,0.0,0,1,1,300.00000000000006
0x011d826f9ced58896b8046e7afc995f366538cce,4.560847608552076,0.0,0.0,0,5,1,300.00000000000006
0x011e2c14c24fdac66a77802061d8ea26814e5154,66.60225098690415,0.0,0.0,0,2,2,300.0000000000005
0x011e3916f0932f0c0b62261e03b729eeb4e8da85,1.0018443326601196,0.0,0.0,0,1,1,300.00000000000006
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,2009492060633154.0,33204.68204061978,38385.13933242312,0,83,7,313.164336616789
0x011e835885e78d9f1c92e580dae0e142a33cf25e,0.36116195280000035,0.14160786581095505,0.14160786581095505,0,4,2,300.00000000000006
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,0.17794815013710946,0.0,0.0,0,1,1,300.00000000000006
0x01209fa47cd0bf3f6b7d0ecf8598e031f57a7543,228.2180662014261,0.0,0.0,0,4,3,300.0000000000016
0x01212602bb6ef285d7fca99430283ba780fe5950,130.68688511581746,65.43051289977727,56.9992943518994,0,5,2,300.00000000000074
0x01213e995cd6272ebbb929311b50787296f25600,2070657193610455.0,967825303352431.1,1039472347412840.1,0,52,7,312.8602128725714
0x01214a235c6767040c8fef6bd33519a6c7ad79ae,1.3037015551682222e+17,2.2111436913638195e+17,8.952648114059058e+16,0,313,7,300.0
0x012186399add91fcdc4504bcd9c44a2169d4b32c,4.98131722641922,0.0,0.0,0,1,1,300.00000000000006
0x0121a5499577090838ac2d987c2fab300ab13858,1.2499338789889316,0.0,0.0,0,2,1,300.00000000000006
0x0121ce9b0af57bd51a9e2d2534175a9c4a949975,3.527581039175784,0.0,0.0,0,3,1,300.00000000000006
0x01222a114552e89e4c548170f8c1f4d5460d255a,7374788726642443.0,204460.60818097848,197755.99163309997,0,284,8,348.31280659253144
0x0122a648094d10ea18ae72673aea0334fae4d3a5,1410911.7058060819,8272859577220302.0,8263342962417763.0,0,227,7,300.0
0x0122f83912932a2d3631340168795c42b6716290,3.0576429622762773,0.0,0.0,0,2,1,300.00000000000006
0x012430f934bc381d9f59a28ea34363bce170353d,21.70759933930694,0.0,0.0,0,5,2,300.0000000000002
0x0124fd98566fb966d118bfb70650cac960dd6c2c,1.3295086188353893,0.0,0.0,0,3,1,300.00000000000006
0x01253d735f350afc426335560251171367cd095d,0.02707426377467628,0.0,0.0,0,1,1,300.0
0x0125c79621229bd96a4fd6c71b7a8d276fd5db97,621.616912219194,158.01154306741097,157.71116688439605,0,9,3,300.000000000004
0x012668a6f1b462d55bb77bdd4dec5c8e57463e43,1.1455225603959358,0.0,0.0,0,1,1,300.00000000000006
0x01270d19f1b70c3f24efb57d28974b3d664dd7e6,1.1414195673165513,0.0,0.0,0,1,1,300.00000000000006
0x01281a8e31e2ac1bae55a69a7c962f526fa64f00,104.40873826672318,17.31172724703383,0.0,0,8,3,300.0000000000006
0x012867f22e00f6f4c97def7e159ed9a57617af62,1.0109641569998684,0.0,0.0,0,1,1,300.00000000000006
0x01287cf199456d0a57de078447a560f6449f09ff,1.0616416172034955,0.0,0.0,0,1,1,300.00000000000006
0x0128883953744d1d302421534757fd6f2d8ba88a,1395.084798811971,500705490892430.3,500705490892430.3,0,4,2,300.0
0x012916ed48b20433b698cb32b488e52c639a2a66,8123.640809027001,365712880234682.9,4150.386456041569,0,61,5,300.0
0x01299d506f8bbb51eb94f6912c96a0c61ce9d1c1,1.1312783096208363,0.0,0.0,0,1,1,300.00000000000006
0x0129ba41a907ac27f7683d291576f2e74362c421,6730.564306590656,686.6951551137905,90.806544007121,0,17,3,300.0000000000386
0x0129feef1eadb4e77e2d3de7bc352e3050bb306a,0.19103124412977643,0.0,0.0,0,1,1,300.00000000000006
0x012a5020505f00adb2ba6d4a447951d497a35a7a,1.5655409667347144,0.0,0.0,0,1,1,300.00000000000006
0x012c597fca480b9766d52e4c1e5d4c0940982abe,4091.9550235200045,698.5720059500007,698.5720059500007,0,4,2,300.000000000026
0x012ced3e78c1a70e156537e580f6fed3954b2e84,964.4524370660307,582.6848066662452,9.422656951136924,0,36,5,300.00000000000125
0x012d85c98a50cc2340e39668b6770e4fcb71342e,1001.0548486833263,0.0,0.0,0,2,1,300.0000000000066
0x012da78f4ff0bb8cf0b017bbc5e9ac19ae5cfaa4,270.52137389426633,0.0,0.0,0,1,1,300.0000000000018
0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,4308898413775155.5,3231.6752647901126,0.0,0,7,3,328.2279240001391
0x012f15e260f6275bc8e62be475adb07549765e70,5807.668478536949,2300.189266360003,2300.189266360003,0,4,3,300.00000000003513
0x012f638dab4959ebadf779a6e775111893d7d922,0.01363186644012902,0.0,0.0,0,1,1,300.0
0x012fefa16a3baad884834385a0988378852d00bc,33.82567501471769,11.279165583055871,0.0,0,7,2,300.00000000000017
0x01301d186d9e2c3a4091ca1ed95c3719b437c7c7,271.70371685827587,0.0,0.0,0,7,4,300.0000000000019
0x01309200a32bb6b968aaf4ba20367d091fc7adbb,7.327157169736219e+16,5.607941138431204e+16,0.0,0,61,1,300.0
0x0130b68a18a612892374e1eefbb0697a291215f1,7584.928096789063,249195453329709.78,251438017080905.16,0,13,3,300.0
0x0130d50430776e5f0f7517f6bfa9650fc712b879,153.23478568647457,0.0,0.0,0,5,3,300.0000000000011
0x01319c79cf53aeb6dfa2bf5ddc8a124527016695,740.7732730289772,108.86164608810844,0.0,0,3,1,300.00000000000387
0x0132251adf6116fd0272d23aff8ba0dd9dbbf1d2,1250.596594500003,0.0,0.0,0,2,1,300.00000000000824
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,162.44879142447965,65.6484517756775,65.77047502145597,0,10,5,300.00000000000114
0x013274aa75bbc3bd7acff906e564edbbb50dce08,11742.897258363046,4.599649044197196e-07,4.599649044197196e-07,0,22,3,300.000000000077
0x0133982c25a8211e1e62d95760999c4b825025fb,0.02186792683498343,0.0,0.0,0,1,1,300.0
0x0133a483873163fc5bc916de39abec8baf85657c,688.5430839161686,324.623147526846,0.0,0,14,4,300.00000000000165
0x0133b67aec5d8a3959840385ff6f5aba4f85f894,1.8822140040151591,0.0,0.0,0,13,4,300.0000000000001
0x0134600e06c4176fd44a5557d124f5d684e75b28,10364.849940202557,0.0,0.0,0,2,1,300.0000000000679
0x01351f573a99ff5cc633f4ee580347974ff8b59c,1.1039158183900004,0.0,0.0,0,1,1,300.00000000000006
0x0135249c1897454959da69ac1481df6c1d4023a8,20440.548397349932,11123.217974775825,4808.974259900071,0,65,7,300.00000000007
0x013618ba67d882af8df870d8704e4d317b710dda,1.0799665772662739,0.0,0.0,0,1,1,300.00000000000006
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,5034917041252374.0,4045.6944768160038,4017.511628684043,0,26,3,332.98412771423
0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,928.8446835468379,384.30237042882317,198.26440111849718,0,7,2,300.0000000000042
0x0137973eccabc8f684a7494156d25447ab5747f5,24.76146978854476,0.0,0.0,0,1,1,300.00000000000017
0x0138ea4b8ed7e678cabb76a207a968269dda63e4,1.0295097415441514,0.0,0.0,0,1,1,300.00000000000006
0x01393a2f8cf06fb5335bf03acb0a4ffa958b5f46,0.04268659630452007,5012977317.500008,0.0,0,2,2,300.0
0x01397d68308d2a94865ffe0f84d26e94b6df1234,2.3822322489089304e-09,9.503999766880005,10.942868325525392,0,5,2,300.00000000000006
0x0139ba48945d51628c79f6cd927a2d42107aa8ea,996647533224.4043,0.0,0.0,0,1,1,300.0065291144328
0x013a451f558aa0e0ac50b6199ba0e2f6b710369e,855087852677265.8,10090.011036323893,9605.731545334611,0,48,5,305.60174610791563
0x013b81ad989b9009f4dab4c804c6007882f9a190,94884.2844600568,25835.034403146754,14035.953486531826,0,55,6,300.0000000004952
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,367513.4866517586,3.0653573770132156e+16,3.040189884757707e+16,0,105,6,300.0
0x013bfceb441762268b2894837c8c1e3774ca4efe,2.8946632157058634,0.0,0.0,0,2,1,300.00000000000006
0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,54.85614961132989,43.00785449843244,10.553104295323777,0,25,5,300.0000000000002
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,108090766239110.05,28.00408564476706,28.00140395771168,0,9,5,300.7081109001697
0x013c8fa48e3f11afb5ab1bcb35f2484b299d7136,0.026584470397483184,0.0,0.0,0,1,1,300.0
0x013da16ead9075d66102ef98c23432a3af815b20,807.4396940532005,403.71986488224724,0.0,0,2,1,300.0000000000016
0x013daec37205c9cb2a3d6bd1f0ca52eccd2bb044,1.020004296550542,0.0,0.0,0,1,1,300.00000000000006
